strain	virus	gisaid_epi_isl	date	region	country	division
hCoV-19/Brazil/SP-L20-CD435/2020	betacoronavirus	EPI_ISL_476361	2020-04-06	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD806/2020	betacoronavirus	EPI_ISL_722029	2020-04-06	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD802/2020	betacoronavirus	EPI_ISL_722082	2020-04-06	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-738/2020	betacoronavirus	EPI_ISL_735399	2020-04-06	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L23-CD496/2020	betacoronavirus	EPI_ISL_4297888	2020-04-06	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L22-CD486/2020	betacoronavirus	EPI_ISL_476382	2020-04-05	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-HIAE-ID41/2020	betacoronavirus	EPI_ISL_861905	2020-04-05	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L22-CD483/2020	betacoronavirus	EPI_ISL_476379	2020-04-04	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-133/2020	betacoronavirus	EPI_ISL_523957	2020-04-04	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L4-CAMPI9/2020	betacoronavirus	EPI_ISL_476402	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L22-CD481/2020	betacoronavirus	EPI_ISL_476378	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L19-CD395/2020	betacoronavirus	EPI_ISL_476322	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-127/2020	betacoronavirus	EPI_ISL_471542	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-177/2020	betacoronavirus	EPI_ISL_523973	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-RP17/2020	betacoronavirus	EPI_ISL_613952	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD798/2020	betacoronavirus	EPI_ISL_722023	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD795/2020	betacoronavirus	EPI_ISL_722079	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD800/2020	betacoronavirus	EPI_ISL_722119	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-RP20/2020	betacoronavirus	EPI_ISL_613963	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD797/2020	betacoronavirus	EPI_ISL_722065	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L23-CD495/2020	betacoronavirus	EPI_ISL_4297887	2020-04-03	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-126/2020	betacoronavirus	EPI_ISL_471541	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L16-CD387/2020	betacoronavirus	EPI_ISL_476296	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L22-CD475/2020	betacoronavirus	EPI_ISL_476374	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L19-CD393/2020	betacoronavirus	EPI_ISL_476321	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L16-CD384/2020	betacoronavirus	EPI_ISL_476293	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-124/2020	betacoronavirus	EPI_ISL_515523	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-199/2020	betacoronavirus	EPI_ISL_523980	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-171/2020	betacoronavirus	EPI_ISL_523970	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-316/2020	betacoronavirus	EPI_ISL_534313	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-178/2020	betacoronavirus	EPI_ISL_523974	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD790/2020	betacoronavirus	EPI_ISL_722108	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L31-CD788/2020	betacoronavirus	EPI_ISL_722057	2020-04-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L1-CAMPI3/2020	betacoronavirus	EPI_ISL_476164	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L22-CD474/2020	betacoronavirus	EPI_ISL_476373	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L1-CAMPI2/2020	betacoronavirus	EPI_ISL_476161	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-137/2020	betacoronavirus	EPI_ISL_515543	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-559/2020	betacoronavirus	EPI_ISL_574591	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-125/2020	betacoronavirus	EPI_ISL_515524	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-572/2020	betacoronavirus	EPI_ISL_693201	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-573/2020	betacoronavirus	EPI_ISL_693202	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L24-CD522/2020	betacoronavirus	EPI_ISL_672686	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-RP10/2020	betacoronavirus	EPI_ISL_613711	2020-04-01	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L17-CD357/2020	betacoronavirus	EPI_ISL_476303	2020-03-31	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-560/2020	betacoronavirus	EPI_ISL_574592	2020-03-31	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-818/2020	betacoronavirus	EPI_ISL_776753	2020-03-31	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L15-CD268/2020	betacoronavirus	EPI_ISL_476262	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L15-CD285/2020	betacoronavirus	EPI_ISL_476276	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L15-CD271/2020	betacoronavirus	EPI_ISL_476264	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L15-CD272/2020	betacoronavirus	EPI_ISL_476265	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L15-CD281/2020	betacoronavirus	EPI_ISL_476272	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L15-CD278/2020	betacoronavirus	EPI_ISL_476270	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L16-CD341/2020	betacoronavirus	EPI_ISL_476287	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L16-CD337/2020	betacoronavirus	EPI_ISL_476285	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-118/2020	betacoronavirus	EPI_ISL_515520	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L18-CD292/2020	betacoronavirus	EPI_ISL_4297877	2020-03-30	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD262/2020	betacoronavirus	EPI_ISL_476257	2020-03-28	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-120/2020	betacoronavirus	EPI_ISL_515521	2020-03-28	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-849/2020	betacoronavirus	EPI_ISL_792102	2020-03-28	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD243/2020	betacoronavirus	EPI_ISL_476247	2020-03-27	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD244/2020	betacoronavirus	EPI_ISL_476248	2020-03-27	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-146/2020	betacoronavirus	EPI_ISL_468311	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD234/2020	betacoronavirus	EPI_ISL_476239	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD240/2020	betacoronavirus	EPI_ISL_476244	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD236/2020	betacoronavirus	EPI_ISL_476241	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L14-CD239/2020	betacoronavirus	EPI_ISL_476243	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-810/2020	betacoronavirus	EPI_ISL_861626	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-860/2020	betacoronavirus	EPI_ISL_861635	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-IAL-5188/2020	betacoronavirus	EPI_ISL_5640141	2020-03-26	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD111/2020	betacoronavirus	EPI_ISL_476457	2020-03-25	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD138/2020	betacoronavirus	EPI_ISL_476485	2020-03-25	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-636/2020	betacoronavirus	EPI_ISL_515550	2020-03-25	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-174/2020	betacoronavirus	EPI_ISL_523971	2020-03-25	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-HIAE-ID03/2020	betacoronavirus	EPI_ISL_861869	2020-03-25	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L7-CD81/2020	betacoronavirus	EPI_ISL_476446	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD109/2020	betacoronavirus	EPI_ISL_476455	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L7-CD83/2020	betacoronavirus	EPI_ISL_476448	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD90/2020	betacoronavirus	EPI_ISL_476489	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L13-CD108/2020	betacoronavirus	EPI_ISL_476223	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD118/2020	betacoronavirus	EPI_ISL_476469	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-188/2020	betacoronavirus	EPI_ISL_515565	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-187/2020	betacoronavirus	EPI_ISL_515564	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-165/2020	betacoronavirus	EPI_ISL_523963	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-RP6/2020	betacoronavirus	EPI_ISL_613954	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-825/2020	betacoronavirus	EPI_ISL_776760	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-809/2020	betacoronavirus	EPI_ISL_861625	2020-03-24	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L7-CD79/2020	betacoronavirus	EPI_ISL_476445	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L7-CD69/2020	betacoronavirus	EPI_ISL_476436	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD124/2020	betacoronavirus	EPI_ISL_476473	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD116/2020	betacoronavirus	EPI_ISL_476462	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD107/2020	betacoronavirus	EPI_ISL_476454	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD125/2020	betacoronavirus	EPI_ISL_476474	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD101/2020	betacoronavirus	EPI_ISL_476450	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD110/2020	betacoronavirus	EPI_ISL_476456	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD137/2020	betacoronavirus	EPI_ISL_476484	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-629/2020	betacoronavirus	EPI_ISL_515544	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-279/2020	betacoronavirus	EPI_ISL_527858	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-827/2020	betacoronavirus	EPI_ISL_776762	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-IAL-5186/2020	betacoronavirus	EPI_ISL_5640142	2020-03-23	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-601/2020	betacoronavirus	EPI_ISL_471545	2020-03-22	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L11-CD96/2020	betacoronavirus	EPI_ISL_476207	2020-03-22	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD87/2020	betacoronavirus	EPI_ISL_476464	2020-03-22	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-144/2020	betacoronavirus	EPI_ISL_468310	2020-03-22	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-544/2020	betacoronavirus	EPI_ISL_515551	2020-03-22	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-848/2020	betacoronavirus	EPI_ISL_792101	2020-03-22	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD105/2020	betacoronavirus	EPI_ISL_476452	2020-03-21	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-276/2020	betacoronavirus	EPI_ISL_524464	2020-03-21	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-HIAE-ID48/2020	betacoronavirus	EPI_ISL_861912	2020-03-21	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD86/2020	betacoronavirus	EPI_ISL_476463	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD114/2020	betacoronavirus	EPI_ISL_476460	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L11-CD95/2020	betacoronavirus	EPI_ISL_476206	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L8-CD113/2020	betacoronavirus	EPI_ISL_476459	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-275/2020	betacoronavirus	EPI_ISL_524463	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-HIAE-ID49/2020	betacoronavirus	EPI_ISL_861913	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-HIAE-ID38/2020	betacoronavirus	EPI_ISL_861902	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-HIAE-ID14/2020	betacoronavirus	EPI_ISL_861879	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-812/2020	betacoronavirus	EPI_ISL_861628	2020-03-20	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L13-CD103/2020	betacoronavirus	EPI_ISL_476222	2020-03-19	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L7-CD67/2020	betacoronavirus	EPI_ISL_476435	2020-03-19	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD131/2020	betacoronavirus	EPI_ISL_476479	2020-03-19	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-166/2020	betacoronavirus	EPI_ISL_523965	2020-03-19	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-624/2020	betacoronavirus	EPI_ISL_515527	2020-03-18	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L6-CD51/2020	betacoronavirus	EPI_ISL_4468752	2020-03-18	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-0111/2020	betacoronavirus	EPI_ISL_417945	2020-03-17	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L11-CD185-2/2020	betacoronavirus	EPI_ISL_476196	2020-03-17	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD121/2020	betacoronavirus	EPI_ISL_476471	2020-03-17	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-0110/2020	betacoronavirus	EPI_ISL_417943	2020-03-17	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L6-CD44/2020	betacoronavirus	EPI_ISL_4297882	2020-03-17	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L10-CD162/2020	betacoronavirus	EPI_ISL_476181	2020-03-16	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L12-CD202/2020	betacoronavirus	EPI_ISL_476211	2020-03-16	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L9-CD38/2020	betacoronavirus	EPI_ISL_476488	2020-03-16	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L6-CD37/2020	betacoronavirus	EPI_ISL_4297879	2020-03-16	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L10-CD142/2020	betacoronavirus	EPI_ISL_476172	2020-03-14	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L10-CD141/2020	betacoronavirus	EPI_ISL_476171	2020-03-14	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L10-CD144/2020	betacoronavirus	EPI_ISL_476174	2020-03-12	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L12-CD28/2020	betacoronavirus	EPI_ISL_476221	2020-03-09	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L12-CD26/2020	betacoronavirus	EPI_ISL_476220	2020-03-09	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-BT6731/2020	betacoronavirus	EPI_ISL_875541	2020-03-09	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-BT6713/2020	betacoronavirus	EPI_ISL_875550	2020-03-09	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-BT6726/2020	betacoronavirus	EPI_ISL_875544	2020-03-09	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-L4-CD14/2020	betacoronavirus	EPI_ISL_476406	2020-03-05	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-03/2020	betacoronavirus	EPI_ISL_414014	2020-03-02	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-05/2020	betacoronavirus	EPI_ISL_414016	2020-02-29	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SP-02/2020	betacoronavirus	EPI_ISL_413016	2020-02-28	South America	Brazil	Sao Paulo
hCoV-19/Brazil/SE-FIOCRUZ-6594/2020	betacoronavirus	EPI_ISL_541391	2020-04-29	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6557/2020	betacoronavirus	EPI_ISL_541383	2020-04-27	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6550/2020	betacoronavirus	EPI_ISL_541380	2020-04-27	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6568/2020	betacoronavirus	EPI_ISL_541387	2020-04-24	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6603/2020	betacoronavirus	EPI_ISL_541393	2020-04-21	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6579/2020	betacoronavirus	EPI_ISL_541388	2020-04-20	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6606/2020	betacoronavirus	EPI_ISL_541394	2020-04-20	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6602/2020	betacoronavirus	EPI_ISL_1181595	2020-04-20	South America	Brazil	Sergipe
hCoV-19/Brazil/SE-FIOCRUZ-6529/2020	betacoronavirus	EPI_ISL_541372	2020-03-27	South America	Brazil	Sergipe
hCoV-19/Brazil/un-LNCC-6439cm/2020	betacoronavirus	EPI_ISL_3461443	2020-04-30	South America	Brazil	NA
hCoV-19/Canada/AB-17607/2020	betacoronavirus	EPI_ISL_806025	2020-05-19	North America	Canada	Alberta
hCoV-19/Canada/AB-10078/2020	betacoronavirus	EPI_ISL_854589	2020-05-18	North America	Canada	Alberta
hCoV-19/Canada/AB-65152/2020	betacoronavirus	EPI_ISL_806414	2020-05-14	North America	Canada	Alberta
hCoV-19/Canada/AB-42470/2020	betacoronavirus	EPI_ISL_805405	2020-05-12	North America	Canada	Alberta
hCoV-19/Canada/AB-97872/2020	betacoronavirus	EPI_ISL_805962	2020-05-10	North America	Canada	Alberta
hCoV-19/Canada/AB-12948/2020	betacoronavirus	EPI_ISL_805713	2020-05-07	North America	Canada	Alberta
hCoV-19/Canada/AB-13038/2020	betacoronavirus	EPI_ISL_806039	2020-05-07	North America	Canada	Alberta
hCoV-19/Canada/AB-60620/2020	betacoronavirus	EPI_ISL_806146	2020-05-05	North America	Canada	Alberta
hCoV-19/Canada/AB-78457/2020	betacoronavirus	EPI_ISL_806364	2020-05-03	North America	Canada	Alberta
hCoV-19/Canada/AB-79033/2020	betacoronavirus	EPI_ISL_805605	2020-05-01	North America	Canada	Alberta
hCoV-19/Canada/AB-99418/2020	betacoronavirus	EPI_ISL_805944	2020-04-30	North America	Canada	Alberta
hCoV-19/Canada/AB-65157/2020	betacoronavirus	EPI_ISL_805339	2020-04-29	North America	Canada	Alberta
hCoV-19/Canada/AB-19573/2020	betacoronavirus	EPI_ISL_805919	2020-04-29	North America	Canada	Alberta
hCoV-19/Canada/AB-51397/2020	betacoronavirus	EPI_ISL_805016	2020-04-28	North America	Canada	Alberta
hCoV-19/Canada/AB-51352/2020	betacoronavirus	EPI_ISL_805797	2020-04-27	North America	Canada	Alberta
hCoV-19/Canada/AB-44899/2020	betacoronavirus	EPI_ISL_805931	2020-04-27	North America	Canada	Alberta
hCoV-19/Canada/AB-56469/2020	betacoronavirus	EPI_ISL_805771	2020-04-27	North America	Canada	Alberta
hCoV-19/Canada/AB-97211/2020	betacoronavirus	EPI_ISL_805790	2020-04-26	North America	Canada	Alberta
hCoV-19/Canada/AB-84869/2020	betacoronavirus	EPI_ISL_854554	2020-04-26	North America	Canada	Alberta
hCoV-19/Canada/AB-77959/2020	betacoronavirus	EPI_ISL_805828	2020-04-25	North America	Canada	Alberta
hCoV-19/Canada/AB-61565/2020	betacoronavirus	EPI_ISL_805924	2020-04-25	North America	Canada	Alberta
hCoV-19/Canada/AB-32964/2020	betacoronavirus	EPI_ISL_805722	2020-04-24	North America	Canada	Alberta
hCoV-19/Canada/AB-34035/2020	betacoronavirus	EPI_ISL_805737	2020-04-24	North America	Canada	Alberta
hCoV-19/Canada/AB-57059/2020	betacoronavirus	EPI_ISL_854547	2020-04-24	North America	Canada	Alberta
hCoV-19/Canada/AB-51819/2020	betacoronavirus	EPI_ISL_805098	2020-04-23	North America	Canada	Alberta
hCoV-19/Canada/AB-95765/2020	betacoronavirus	EPI_ISL_805688	2020-04-23	North America	Canada	Alberta
hCoV-19/Canada/AB-55893/2020	betacoronavirus	EPI_ISL_805633	2020-04-23	North America	Canada	Alberta
hCoV-19/Canada/AB-71274/2020	betacoronavirus	EPI_ISL_805856	2020-04-23	North America	Canada	Alberta
hCoV-19/Canada/AB-74079/2020	betacoronavirus	EPI_ISL_806091	2020-04-23	North America	Canada	Alberta
hCoV-19/Canada/AB-80433/2020	betacoronavirus	EPI_ISL_854523	2020-04-21	North America	Canada	Alberta
hCoV-19/Canada/AB-56292/2020	betacoronavirus	EPI_ISL_805254	2020-04-20	North America	Canada	Alberta
hCoV-19/Canada/AB-83357/2020	betacoronavirus	EPI_ISL_805116	2020-04-20	North America	Canada	Alberta
hCoV-19/Canada/AB-22148/2020	betacoronavirus	EPI_ISL_805211	2020-04-20	North America	Canada	Alberta
hCoV-19/Canada/AB-86666/2020	betacoronavirus	EPI_ISL_805322	2020-04-19	North America	Canada	Alberta
hCoV-19/Canada/AB-48425/2020	betacoronavirus	EPI_ISL_805703	2020-04-18	North America	Canada	Alberta
hCoV-19/Canada/AB-49589/2020	betacoronavirus	EPI_ISL_805654	2020-04-18	North America	Canada	Alberta
hCoV-19/Canada/AB-99138/2020	betacoronavirus	EPI_ISL_805671	2020-04-17	North America	Canada	Alberta
hCoV-19/Canada/AB-98718/2020	betacoronavirus	EPI_ISL_805752	2020-04-17	North America	Canada	Alberta
hCoV-19/Canada/AB-74884/2020	betacoronavirus	EPI_ISL_854505	2020-04-17	North America	Canada	Alberta
hCoV-19/Canada/AB-50877/2020	betacoronavirus	EPI_ISL_805348	2020-04-16	North America	Canada	Alberta
hCoV-19/Canada/AB-15138/2020	betacoronavirus	EPI_ISL_805275	2020-04-16	North America	Canada	Alberta
hCoV-19/Canada/AB-47311/2020	betacoronavirus	EPI_ISL_805268	2020-04-16	North America	Canada	Alberta
hCoV-19/Canada/AB-16467/2020	betacoronavirus	EPI_ISL_805398	2020-04-15	North America	Canada	Alberta
hCoV-19/Canada/AB-81002/2020	betacoronavirus	EPI_ISL_806296	2020-04-15	North America	Canada	Alberta
hCoV-19/Canada/AB-71222/2020	betacoronavirus	EPI_ISL_805805	2020-04-14	North America	Canada	Alberta
hCoV-19/Canada/AB-48635/2020	betacoronavirus	EPI_ISL_806086	2020-04-14	North America	Canada	Alberta
hCoV-19/Canada/AB-16873/2020	betacoronavirus	EPI_ISL_805616	2020-04-12	North America	Canada	Alberta
hCoV-19/Canada/AB-42519/2020	betacoronavirus	EPI_ISL_806040	2020-04-05	North America	Canada	Alberta
hCoV-19/Canada/AB-95051/2020	betacoronavirus	EPI_ISL_806224	2020-04-01	North America	Canada	Alberta
hCoV-19/Canada/AB-97143/2020	betacoronavirus	EPI_ISL_806135	2020-03-26	North America	Canada	Alberta
hCoV-19/Canada/AB-61949/2020	betacoronavirus	EPI_ISL_805958	2020-03-22	North America	Canada	Alberta
hCoV-19/Canada/AB-79281/2020	betacoronavirus	EPI_ISL_854463	2020-03-22	North America	Canada	Alberta
hCoV-19/Canada/AB-53531/2020	betacoronavirus	EPI_ISL_805801	2020-03-18	North America	Canada	Alberta
hCoV-19/Canada/BC-BCCDC-3572/2020	betacoronavirus	EPI_ISL_968266	2020-06-26	North America	Canada	British Columbia
hCoV-19/Canada/MB-NML-799/2020	betacoronavirus	EPI_ISL_1257917	2020-06-23	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-598/2020	betacoronavirus	EPI_ISL_582283	2020-05-07	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-782/2020	betacoronavirus	EPI_ISL_582308	2020-04-01	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-878/2020	betacoronavirus	EPI_ISL_582354	2020-03-31	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-657/2020	betacoronavirus	EPI_ISL_582301	2020-03-28	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-840/2020	betacoronavirus	EPI_ISL_582331	2020-03-27	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-857/2020	betacoronavirus	EPI_ISL_582340	2020-03-27	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-776/2020	betacoronavirus	EPI_ISL_1257990	2020-03-24	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-603/2020	betacoronavirus	EPI_ISL_582285	2020-03-23	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-847/2020	betacoronavirus	EPI_ISL_582336	2020-03-20	North America	Canada	Manitoba
hCoV-19/Canada/MB-NML-652/2020	betacoronavirus	EPI_ISL_632931	2020-03-12	North America	Canada	Manitoba
